query,expected_drugs
Obat untuk untuk memelihara kesehatan dan memenuhi kebutuhan vitamin c.,nutrimax c plus junior with phytogreen 60 tablet kunyah
Obat untuk memelihara kesehatan tubuh serta membantu mengoptimalkan proses tumbuh kembang otak,nutrimax kidz omega-3 30 kapsul
Obat untuk mata,nutrimax kidz omega-3 30 kapsul
Obat untuk serta fisik & mental serta meningkatkan daya tahan tubuh.,nutrimax kidz omega-3 30 kapsul
Obat untuk membantu memenuhi kebutuhan vitamin dan mineral untuk anak,nutrimax nutri kidz 30 tablet
Obat untuk suplemen untuk membantu memelihara kesehatan tubuh dan pertumbuhan anak,nutrimax rainbow kidz sirup 120 ml
Obat untuk suplemen untuk membantu memelihara kesehatan.,nutrimax teen mx 30 tablet
Obat untuk resiko tinggi / penderita penyakit infeksi atau penderita penyakit autoimun,purvit-d3 1000 iu 10 kapsul lunak
Obat untuk membantu menjaga daya tahan tubuh anak,redoxon kids 60 tablet kunyah
Obat untuk membantu menjaga kesehatan anak-anak dan membantu memenuhi kebutuhan multivitamin untuk anak-anak di usia pertumbuhan dan masa penyembuhan setelah sakit.,"sakatonik abc anggur 30 tablet,sakatonik abc jeruk 30 tablet"
Obat untuk membantu menjaga kesehatan anak-anak. membantu memenuhi kebutuhan multivitamin untuk anak-anak di usia pertumbuhan dan masa penyembuhan setelah sakit,sakatonik abc strawberry 30 tablet
Obat untuk suplemen vit.b-complex & lisin,seven seas becombion ekstra lysine sirup 100 ml
Obat untuk baik juga untuk anak-anak dimasa pertumbuhan.,tung hai fish liver oil 500 kapsul
Obat untuk menjaga daya tahan tubuh,vidoran smart imunup 100 ml
Obat untuk membantu meningkatkan dan menjaga daya tahan tubuh si kecil,vidoran smart imunup rasa anggur 25 tablet
Obat untuk multivitamin ini digunakan untuk memenuhi kebutuhan vitamin dan mineral tubuh.,youvit gummy rasa mix berri 30 tablet
Obat untuk suplemen untuk membantu memelihara daya tahan tubuh anak.,imboost kids 21 tablet hisap
Obat untuk membantu memelihara daya tahan tubuh anak.,childlife essentials echinacea natural orange 29.6 ml
Obat untuk membantu merangsang tubuh memproduksi lebih banyak antibodi dan mengaktifkan sistem kesehatan tubuh agar daya tahan tubuh bekerja optimal,stimuno sirup rasa original 60 ml
Obat untuk memenuhi kebutuhan zat besi,ferriz drops 15 ml
Obat untuk mencegah & terapi defisiensi zat besi/fe,ferriz drops 15 ml
Obat untuk utk perkembangan kognitif bayi & anak2,ferriz drops 15 ml
Obat untuk suplementasi zat besi & vitamin untuk anemia selama masa pertumbuhan,sangobion kids sirup 100 ml
Obat untuk juga cocok untuk dewasa,sangobion kids sirup 100 ml
Obat untuk suplemen vitamin dan zat besi untuk masa pertumbuhan anak.,ferlin drops 30 ml
Obat untuk memenuhi kebutuhan vitamin dan zat besi dalam masa pertumbuhan anak,ferlin sirup 100 ml
Obat untuk pengobatan dan pencegahan defisiensi zat besi dan asam folat selamahamil dan sesudah melahirkan,maltofer sirup 150 ml
Obat untuk suplementasi zat besi dan asam folat untuk anemia selama masa pertumbuhan,"sangobion baby 30 ml,sangobion baby drops 15 ml"
Obat untuk membantu memenuhi kebutuhan zat besi dan vitamin b pada anak,biosanbe kids syrup 120 ml
Obat untuk sebagai suplemen untuk menjaga kesehatan anak pada saat tumbuh kembang,jovial multivitamin emulsion gold 110 ml
Obat untuk suplemen untuk meningkatkan nafsu makan,curcuma plus support appetite sirup 60 ml
Obat untuk suplemen untuk membantu memenuhi kebutuhan vitamin dan kalsium untuk anak-anak pada masa pertumbuhan,elkana cl emulsion 120 ml
Obat untuk wanita hamil,elkana cl emulsion 120 ml
Obat untuk dan menyusui.,elkana cl emulsion 120 ml
Obat untuk suplemen yang berguna sebagai imunomodulator sehingga dapat memperbaiki daya tahan tubuh,curcuma plus imuns sirup 60 ml
Obat untuk dan dilengkapi dengan multivitamin untuk membantu memenuhi kebutuhan vitamin pada masa pertumbuhan serta ekstrak temulawak untuk menambah nafsu makan.,curcuma plus imuns sirup 60 ml
Obat untuk membantu memenuhi kebutuhan vitamin selama masa pertumbuhan membantu memelihara kesehatan membantu memperbaiki napsu makan,curcuma plus gold jeruk 100 ml
Obat untuk suplemen vitamin dan asam amino untuk anak untuk memelihara kesehatan & meningkatkan nafsu makan,likurmin sirup 100 ml
Obat untuk membantu memenuhi kebutuhan vitamin dan lysine pada anak-anak di usia pertumbuhan.,biolysin sirup 60 ml
Obat untuk masa pertumbuhan dan membantu memulihkan kondisi tubuh anak sehabis sakit.,curcuma plus go talz rasa jeruk 20 tablet
Obat untuk membantu memenuhi kebutuhan vitamin pada masa pertumbuhan,"curcuma plus grow emulsion rasa jeruk sirup 400 ml,unihealth calway-v junior sirup 200 ml"
Obat untuk membantu memelihara kesehatan anak,"curcuma plus honey vit jeruk 100 ml,curcuma plus honey vit original 100 ml"
Obat untuk suplementasi vitamin untuk membantu pertumbuhan anak,"curcuma plus honey vit jeruk 100 ml,curcuma plus honey vit original 100 ml"
Obat untuk membantu memperbaiki nafsu makan anak,"curcuma plus honey vit jeruk 100 ml,curcuma plus honey vit original 100 ml"
Obat untuk membantu menjaga daya tahan tubuh anak pada masa pertumbuhan,curmunos sirup 60 ml
Obat untuk sebagai sumber vitamin dan asam amino tembahan untuk anak-anak,"lytacur sirup 100 ml,lytacur sirup 60 ml"
Obat untuk menjaga kesehatan dan membantu memperbaiki nafsu makan,"lytacur sirup 100 ml,lytacur sirup 60 ml"
Obat untuk membantu menjaga daya tahan tubuh dan menambah nafsu makan anak.,"prokids gummy rasa jeruk,prokids gummy rasa strawberry"
Obat untuk membantu menjaga kesehatan dan stamina tubuh,seven seas kids multivitamin orange sirup 100 ml
Obat untuk serta tulang & gigi yang kuat,seven seas kids multivitamin orange sirup 100 ml
Obat untuk membantu memperbaiki nafsu makan,"sinargi tamacap 350 mg 60 kapsul,unihealth calway-v junior sirup 200 ml"
Obat untuk membantu menjaga kesehatan tubuh & kulit.,meprothion 500 10 tablet
Obat untuk membantu mengurangi kerutan halus di wajah.,blackmores ultimate radiance skin 30 kapsul
Obat untuk mengurangi jumlah jerawat,acnacare softgel 30 kapsul
Obat untuk mengurangi peradangan,acnacare softgel 30 kapsul
Obat untuk detoksifikasi zat racun dan komedo,acnacare softgel 30 kapsul
Obat untuk mengontrol produksi minyak kulit,acnacare softgel 30 kapsul
Obat untuk mempercepat penyembuhan luka akibat jerawat,acnacare softgel 30 kapsul
Obat untuk mempercepat regenerasi sel kulit dan mencegah jerawat datang kembali.,acnacare softgel 30 kapsul
Obat untuk suplemen untuk membantu memenuhi kebutuhan nutrisi kulit.,collastin beauty 30 kapsul
Obat untuk untuk kekencangan kulit,diva collagen drink pack 6 botol
Obat untuk untuk mengurangi kerutan,diva collagen drink pack 6 botol
Obat untuk untuk mencerahkan kulit,diva collagen drink pack 6 botol
Obat untuk suplemen untuk membantu memelihara kesehatan kulit.,"ediva young 7 kapsul,nutrimax vibrant skin 60 tablet"
Obat untuk membantu mengurangi kerontokan rambut,erha follicore herbal 60 kapsul
Obat untuk suplemen antioksidan untuk mencegah kerusakan sel akibat radikal bebas dan membantu menjaga kesehatan tubuh dan kulit,glubio 30 kapsul
Obat untuk membantu mencerahkan kulit menghilangkan fleknoda hitam sekaligus memelihara kesehatan kulit bekerja dari dalam,hakubi white c 90 tablet
Obat untuk sebagai makanan untuk memelihara kesehatan kulit agar tetap kencang serta mencerahkan dan mengenyalkan kulit dari dalam secara alami.,mega we care glow collagen 30 sachet
Obat untuk menjaga dan memelihara kesehatan kulit,"nourish skin 15 tablet,nourish skin 30 tablet"
Obat untuk mengecilkan bekas jerawat,nutrafor radiance beauty 30 kaplet
Obat untuk mencerahkan dan menghaluskan kulit,nutrafor radiance beauty 30 kaplet
Obat untuk serta membantu menangkal radikal bebas,nutrafor radiance beauty 30 kaplet
Obat untuk suplemen untuk membantu memelihara kesehatan rambut.,nutrimax pro hair 60 tablet
Obat untuk memelihara kesehatan wanita.,nutrimax viena 30 tablet
Obat untuk membuat kulit lebih cerah dan tampak putih alami. menjaga agar kulit tetap sehat.,rivilite 30 kapsul
Obat untuk membantu merawat kecantikan kulit,youvit beauti plus gummy 28 g
Obat untuk rambut,youvit beauti plus gummy 28 g
Obat untuk dan kuku dari dalam,youvit beauti plus gummy 28 g
Obat untuk suplemen tubuh dan kulit yang dapat membantu melawan virus jahat,erha nutraceuticals skincore 30 kapsul
Obat untuk tampil awet muda,erha nutraceuticals skincore 30 kapsul
Obat untuk dan lebih sehat.,erha nutraceuticals skincore 30 kapsul
Obat untuk membantu menjaga kesehatan prostat,kyolic prosta go 60 kapsul
Obat untuk meredakan gejala pembesaran prostat jinak (bph),kyolic prosta go 60 kapsul
Obat untuk serta membantu menghambat pertumbuhan sel-sel kanker prostat,kyolic prosta go 60 kapsul
Obat untuk membantu memelihara kesehatan prostat,"nutrimax prost care 30 kapsul,prostakur 6 kapsul"
Obat untuk secara tradisional digunakan untuk membantu memelihara kesehatan prostat,prostalon 6 kapsul
Obat untuk mencegah dan mengurangi pembengkakan prostat.,prostalon 6 kapsul
Obat untuk membantu memenuhi kebutuhan mikronutrisi untuk menunjang kesehatan pria,oligocare 30 tablet
Obat untuk suplemen kesehatan untuk stamina pria,neo hormoviton 5 kapsul
Obat untuk suplemen herbal khusus bagi pria dengan ekstrak tribulus yang lebih banyak untuk meningkatkan stamina dan vitalitas pria,sido muncul libidione 30 kapsul
Obat untuk serta memperlancar peredaran darah sehingga kebugaran tubuh tetap terjaga.,sido muncul libidione 30 kapsul
Obat untuk membantu memelihara stamina,vitan 250 mg 20 tablet
Obat untuk suplemen untuk membantu memelihara kesehatan pencernaan,"interlac drops 5 ml,interlac sachet 0.3 g,liprolac baby drop 8 ml,rillus 6 tablet"
Obat untuk terapi pengobatan diare dan intoleransi laktosa.,lacto-b sachet 1 g
Obat untuk suplemen untuk membantu menjaga kesehatan sistem pencernaan untuk dewasa & anak.,l-bio granul 1 sachet
Obat untuk sebagai suplemen untuk membantu memelihara kesehatan pencernaan anak.,liprolac kids sachet
Obat untuk suplemen untuk membantu memelihara kesehatan pencernaan.,"interlac kunyah rasa strawberry 10 tablet,probio force 1.5 g 10 sachet,probiokid sachet"
Obat untuk memelihara kesehatan fungsi pencernaan (diarea,synbio 10 kapsul
Obat untuk konstipasi,synbio 10 kapsul
Obat untuk ketidakseimbangan flora pencernaan akibat terapi antibiotik),synbio 10 kapsul
Obat untuk membantu memelihara kesehatan rongga mulut dengan menjaga keseimbangan flora normal didalam mulut,interlac pro-d 10 tablet hisap
Obat untuk membantu memelihara kesehatan pencernaan,"flimty fiber rasa blackcurrant 16 sachet,l-bio 15 kapsul"
Obat untuk memelihara kesehatan pencernaan pada anak-anak dan dewasa,lacidofil 10 kapsul
Obat untuk membantu memelihara kesehatan saluran kemih,prive uricran plus 8 gr 5 sachet
Obat untuk yakult bermanfaat untuk membantu menjaga kesehatan pencernaan.,yakult 325 ml 5 pieces
Obat untuk memelihara kesehatan pencernaan,hexbio 10 sachet
Obat untuk untuk memelihara kesehatan fungsi pencernaan,lacidofil sachet 1 gram
Obat untuk suplemen utk membantu memelihara kesehatan saluran cerna.,probiostim 10 kapsul
Obat untuk minuman serbuk ini digunakan untuk mendukung kesehatan microbiome usus,starsmile tibicos 25 g
Obat untuk pencernaan tumbuh kembang si kecil,starsmile tibicos 25 g
Obat untuk membantu proses pencernaan bermanfaat mencegah dan mengatasi gangguan pada pencernaan seperti rasa kembung,new enzyplex 4 tablet
Obat untuk rasa penuh,new enzyplex 4 tablet
Obat untuk pada lambung dan keadaan-keadaan di mana di butuhkan peningkatan enzim pencernaan seperti makan terlalu banyak,new enzyplex 4 tablet
Obat untuk intoleransi terhadap makanan salah cerna dan lain-lain gangguan pencernaan fungsional.,new enzyplex 4 tablet
Obat untuk membantu meredakan gangguan lambung,redacid 250 mg 6 kaplet
Obat untuk memelihara kesehatan lambung,colidan 100 mg 10 kapsul
Obat untuk suplemen untuk memelihara kesehatan pencernaan,freegas 6 tablet
Obat untuk memelihara kesehatan lambung dengan meningkatkan ketebalan mukosa lambung,fucoidan 100 mg 6 tablet
Obat untuk memberikan efek sitoprotektif pada ulkus/luka2 lambung terhadap asam lambung & pepsin,fucoidan 100 mg 6 tablet
Obat untuk meningkatkan produksi faktor pertumbuhan untuk terapi ulkus lambung & mencegah adhesi & kolon,fucoidan 100 mg 6 tablet
Obat untuk membantu menjaga kesehatan sistem pencernaan dengan melindungi terhadap bakteri patogen,natural factors s'digest 90 kapsul
Obat untuk membantu meredakan kembung dan kram perut.,natural factors s'digest 90 kapsul
Obat untuk membantu meringankan gangguan lambung seperti mual,nutrimax figure plus 60 kapsul
Obat untuk sakit perut dan perut kembung,nutrimax figure plus 60 kapsul
Obat untuk membantu menjaga kesehatan pencernaan,nutrimax stomach care 30 tablet
Obat untuk vitazym tablet bermanfaat sebagai terapi pengganti pada defisiensi enzim pankreas disertai defisiensi vitamin b kompleks dan juga mengatasi perut kembung,vitazym 10 tablet
Obat untuk sering bersendawa,vitazym 10 tablet
Obat untuk dan sering buang angin.,vitazym 10 tablet
Obat untuk membantu menurunkan berat badan (pendamping program diet). membantu merampingkan perut. membantu melancarkan buang air besar (bab). membantu menjaga kesehatan saluran pencernaan. membantu mengontrol berat badan. mencukupi nutrisi vitamin dan mineral untuk tubuh.,flimty fiber rasa blackcurrant 1 sachet
Obat untuk - membantu menurunkan berat badan (pendamping program diet). - membantu merampingkan perut. - membantu melancarkan buang air besar (bab). - membantu mengatur kadar gula darah. - membantu menjaga kesehatan saluran pencernaan. - membantu menurunkan kadar ko,"flimty fiber rasa raspberry 1 sachet,flimty fiber rasa raspberry 16 sachet"
Obat untuk membantu memperbaiki gangguan pencernaan,fibrefirst 1 sachet
Obat untuk sebagai minuman pengganti makanan (meal replacement) untuk anda yang ingin mempertahankan atau menurunkan berat badan.,flimeal coklat susu 12 sachet
Obat untuk sebagai minuman tinggi serat yang membantu memelihara kesehatan tubuh.,nutrive fiber shot 100 ml
Obat untuk membantu memelihara kesehatan tulang.,"blackmores calcimag multi 60 tablet,hi-bone 600 salut 30 kaplet"
Obat untuk terapi suportif untuk osteoporosis karena berbagai penyebab,biocal-95 6 kaplet
Obat untuk seperti pasca menopause,biocal-95 6 kaplet
Obat untuk senilis,biocal-95 6 kaplet
Obat untuk karena osteoporosis,biocal-95 6 kaplet
Obat untuk atau sebagai konsekuensi dari gastrektomi atau imobilisasi. sebagai sumber kalsium pada anak dalam masa pertumbuhan serta pada kehamilan dan,biocal-95 6 kaplet
Obat untuk suplemen ini digunakan untuk : - membantu memelihara kesehatan tulang,blackmores calcimag multi 30 tablet
Obat untuk - meningkatkan penyerapan dan fungsi kalsium dengan kandungan vitamin d3,blackmores calcimag multi 30 tablet
Obat untuk magnesium dan vitamin k1,blackmores calcimag multi 30 tablet
Obat untuk - membantu mencegah dan mengobati tulang rapuh terkait dengan osteoporosis ringan,blackmores calcimag multi 30 tablet
Obat untuk - membantu mendukung kesehatan otot & fungsi saraf dengan kandungan magnesium,blackmores calcimag multi 30 tablet
Obat untuk kalsium tambahan pada masa pertumbuhan,calcium lactate 500 mg 80 tablet
Obat untuk masa hamil,calcium lactate 500 mg 80 tablet
Obat untuk menyusui & untuk pertumbuhan tulang dan gigi,calcium lactate 500 mg 80 tablet
Obat untuk digunakan untuk membantu memenuhi kebutuhan kalsium & vit d3 selama kehamilan,calgae 10 kaplet
Obat untuk menyusui dan masa menopause dan untuk memelihara kesehatan tulang.,calgae 10 kaplet
Obat untuk pencegahan dan terapi untuk gangguan metabolisme atau defisiensi kalsium seperti ricketsia,calitoz/calos 60 tablet
Obat untuk osteomalasia karena malabsorpsi,calitoz/calos 60 tablet
Obat untuk osteoporosis.,calitoz/calos 60 tablet
Obat untuk membantu memenuhi kebutuhan kalsium & vit.d,"calnic plus 10 kaplet,calnic plus sirup 100 ml"
Obat untuk suplemen untuk membantu memenuhi kebutuhan kalsium pada: remaja dan dewasa muda,formical-b 6 kaplet
Obat untuk wanita hamil dan menyusui,formical-b 6 kaplet
Obat untuk wanita menopause dan orang lanjut usia.,formical-b 6 kaplet
Obat untuk membantu memenuhi kebutuhan kalsium,"biocalci-72 30 tablet,biocalci-72 4 tablet,calmas 250 suspensi 120 ml,calnic sirup 100 ml"
Obat untuk vitamin c dan d3 untuk memelihara kesehatan tulang.,"biocalci-72 30 tablet,biocalci-72 4 tablet"
Obat untuk makanan suplemen untuk memenuhi kebutuhan kalsium dan vitamin d selama masa kehamilan dan menyusui,calcid 30 tablet
Obat untuk serta membantu memenuhi kebutuhan kalsium pada ibu hamil dan menyusui,calcid pluz 10 tablet
Obat untuk memelihara kesehatan tulang dan gigi,calcidin 10 tablet
Obat untuk membantu memelihara kesehatan tulang dan sendi.,caldana flex 6 kaplet
Obat untuk membantu memenuhi kebutuhan calcium,caltrax 10 tablet
Obat untuk dan d yang dibutuhkan selama hamil dan masa pertumbuhan anak.,caltrax 10 tablet
Obat untuk memenuhi kebutuhan vitamin d dengan cepat pada kondisi tertentu,caviplex d 10 tablet
Obat untuk risiko tinggi atau penyakit infeksi,caviplex d 10 tablet
Obat untuk penderita penyakit autoimun,caviplex d 10 tablet
Obat untuk dan ibu hamil atau menyusui,caviplex d 10 tablet
Obat untuk suplementasi kalsium termasuk selama hamil dan laktasi,eazycal 30 tablet
Obat untuk memelihara kesehatan tulang.,hi-bone active grape 30 tablet
Obat untuk sebagai suplemen kalsium dan vitamin d3. untuk pertumbuhan tulang anak. untuk memelihara kesehatan tulang,hi-bone active strawberry 30 tablet
Obat untuk suplemen yang membantu memelihara kesehatan tulang,intihealth calcium magnesium zinc vitamin d 30 kaplet
Obat untuk membantu menjaga kesehatan tulang,"kal calcium complex 100 kapsul,nutriwell bone formula 30 tablet"
Obat untuk gigi dan gusi serta mencegah osteoporosis,"kal calcium complex 100 kapsul,nutriwell bone formula 30 tablet"
